Cycle#,Sensor_11,Sensor_9,Sensor_12,Sensor_4
167,47.46,9106.23,521.53,1415.57
168,47.45,9104.63,521.58,1404.86
169,47.61,9106.43,521.52,1403.51
170,47.47,9103.06,521.08,1405.87
171,47.51,9109.78,521.37,1403.24
172,47.41,9107.7,522.05,1407.52
173,47.55,9107.04,521.31,1406.15
174,47.6,9115.93,521.18,1407.61
175,47.47,9114.58,521.61,1409.12
176,47.66,9117.72,521.67,1414.64
177,47.64,9117.46,521.68,1410.71
178,47.6,9111.76,521.63,1408.81
179,47.76,9121.62,521.31,1418.17
180,47.56,9113.29,521.3,1409.98
181,47.74,9120.25,521.9,1415.05
182,47.73,9117.34,521.96,1409.69
183,47.51,9121.68,521.8,1410.26
184,47.7,9130.13,521.1,1417.63
185,47.66,9121.4,521.77,1400.51
186,47.77,9126.85,521.21,1409.73
187,47.85,9133.34,521.9,1411.39
188,47.57,9137.66,521.32,1415.91
189,47.54,9132.81,521.34,1409.21
190,47.81,9138.13,521.07,1415.84
191,47.74,9131.12,521.5,1409.07
192,47.59,9146.54,521.5,1410.5
193,47.8,9133.11,521.04,1418.36
194,47.74,9147.11,520.81,1414.71
195,47.76,9149.61,520.66,1422.45
196,47.73,9153.31,520.91,1419.44
197,47.83,9153.75,520.88,1416.52
198,47.69,9149.6,520.89,1422.64
199,47.69,9159.03,520.79,1424.94
200,47.69,9163.03,520.92,1425.75
201,47.97,9172.44,520.97,1427.61
202,47.97,9168.79,520.51,1427.79
203,47.9,9175.36,520.56,1420.6
204,47.88,9169.22,520.84,1420.64
205,47.88,9177.7,520.63,1428.16
206,47.92,9183.06,520.03,1426.24
207,47.94,9185.97,520.83,1416.6
208,48.08,9182.21,520.81,1426.26
209,48.17,9184.89,521.06,1426.18
210,48.17,9192.8,520.66,1434.28
211,48.04,9192.88,520.73,1426.94
212,48.22,9199.74,520.16,1426.74
213,48.18,9200.05,520.43,1425.66
214,48.3,9215.59,520.01,1427.73
1,47.14,9057.43,522.26,1392.65
2,47.07,9060.87,522.67,1393.01
3,47.19,9058.42,522.54,1391.04
4,47.13,9060.87,522.05,1402.48
5,47.27,9059.64,523.26,1398.62
6,47.2,9052.49,522.1,1394.59
7,47.16,9058.53,522.99,1396.79
8,47.05,9060.14,522.27,1394.05
9,47.14,9049.92,523.13,1394.23
10,47.26,9056.86,522.64,1400.16
11,47.21,9057.84,522.97,1390.48
12,47.23,9059.03,522.71,1402.08
13,47.16,9062.9,522.5,1400.84
14,47.35,9052.32,522.51,1399.07
15,47.15,9054.15,522.2,1394.18
16,47.14,9052.07,522.28,1396.95
17,47.2,9056.2,522.77,1402.79
18,47.04,9055.04,522.14,1392.34
19,47.27,9057.11,521.96,1394.18
20,47.06,9051.66,522.4,1393.19
21,47.17,9051.41,522.51,1402.91
22,47.14,9050.46,522.48,1393.37
23,47.12,9054.8,521.89,1393.39
24,47.21,9052.53,521.98,1396.04
25,47.19,9057.96,522.75,1395.44
26,46.96,9055.87,522.71,1396.89
27,47.22,9056.31,522.37,1394.2
28,47.3,9052.98,522.22,1390.05
29,47.23,9054.88,522.19,1391.57
30,47.19,9057.6,522.66,1396.1
31,47.15,9061.33,522.03,1404.23
32,47.17,9060.29,522.63,1395.81
33,47.0,9055.49,522.3,1394.41
34,47.18,9061.08,522.36,1395.08
35,47.19,9050.57,522.24,1403.7
36,47.03,9056.88,522.06,1404.18
37,47.19,9056.23,522.51,1387.57
38,47.2,9064.48,522.57,1398.55
39,47.08,9061.78,522.6,1392.91
40,47.17,9056.4,522.22,1399.36
41,47.22,9052.81,522.19,1399.77
42,47.22,9057.99,522.29,1389.57
43,46.94,9053.36,522.14,1401.71
44,47.14,9061.9,522.79,1398.59
45,47.3,9056.12,522.44,1395.09
46,47.24,9059.73,522.78,1395.53
47,47.21,9058.53,522.5,1398.54
48,47.22,9054.83,521.97,1397.54
49,47.16,9059.91,522.35,1391.8
50,47.16,9055.7,522.59,1385.75
51,47.42,9065.89,522.22,1404.76
52,47.04,9058.29,522.34,1392.51
53,47.24,9061.29,522.59,1398.35
54,47.04,9058.28,522.14,1401.01
55,47.23,9046.49,522.2,1403.62
56,47.05,9053.15,521.9,1392.13
57,47.33,9051.83,522.64,1397.44
58,47.02,9053.97,523.1,1401.54
59,47.16,9055.86,522.54,1401.25
60,46.99,9058.75,522.5,1391.6
61,47.33,9053.82,522.16,1398.63
62,47.28,9056.63,522.36,1399.79
63,47.13,9049.92,522.79,1398.63
64,47.06,9052.07,522.44,1400.82
65,46.98,9057.82,522.26,1403.86
66,47.01,9057.74,522.71,1400.96
67,47.12,9059.87,522.37,1391.0
68,47.14,9058.64,522.6,1406.37
69,47.15,9054.29,522.46,1399.53
70,47.24,9057.11,522.3,1401.46
71,47.13,9053.58,522.33,1396.95
72,47.23,9048.72,522.36,1399.05
73,47.14,9062.38,522.55,1396.44
74,47.13,9055.04,522.49,1394.97
75,47.25,9065.72,522.64,1405.61
76,47.19,9055.91,522.2,1405.68
77,47.09,9053.4,522.24,1401.13
78,47.21,9050.51,522.4,1398.8
79,47.02,9056.29,523.35,1398.63
80,47.18,9048.07,522.68,1399.96
81,47.23,9049.22,522.44,1394.18
82,47.19,9060.7,522.22,1397.34
83,47.22,9058.58,522.55,1403.28
84,47.07,9059.87,522.42,1398.66
85,47.23,9060.01,523.14,1393.68
86,47.29,9058.43,522.58,1398.62
87,47.08,9058.8,522.48,1395.95
88,47.17,9058.09,522.45,1397.3
89,46.99,9059.4,522.5,1391.17
90,47.17,9061.59,521.98,1389.61
91,47.1,9058.51,522.24,1402.93
92,47.14,9055.51,522.14,1404.8
93,47.05,9052.16,522.58,1396.29
94,47.29,9048.25,522.19,1393.16
95,47.18,9055.51,521.97,1395.74
96,47.24,9061.83,522.14,1394.44
97,47.17,9058.39,522.43,1393.5
98,47.27,9050.81,522.42,1396.74
99,47.21,9058.4,523.25,1390.67
100,47.16,9059.12,522.23,1397.27
101,47.13,9058.74,522.34,1396.61
102,47.33,9063.44,522.36,1402.63
103,47.23,9048.16,522.26,1399.05
104,47.27,9048.77,522.01,1396.24
105,47.24,9058.9,522.24,1396.08
106,47.21,9055.07,522.62,1399.22
107,47.14,9053.56,522.31,1397.36
108,47.28,9064.02,522.11,1395.52
109,47.17,9054.33,522.36,1405.52
110,47.16,9054.02,522.27,1398.8
111,47.22,9058.74,521.9,1398.33
112,47.29,9051.8,522.71,1397.48
113,47.3,9061.09,522.55,1400.2
114,47.23,9058.62,522.23,1404.63
115,47.25,9052.95,522.14,1391.32
116,47.29,9049.61,522.7,1402.48
117,47.22,9055.58,521.54,1400.07
118,47.28,9056.83,522.3,1400.4
119,47.17,9057.79,522.19,1404.58
120,47.03,9059.52,522.05,1398.25
121,47.19,9052.34,521.81,1398.31
122,47.18,9058.05,522.12,1402.74
123,47.26,9057.58,522.15,1404.1
124,47.38,9055.36,522.63,1408.17
125,47.3,9060.36,522.67,1400.51
126,47.08,9054.95,522.1,1398.19
127,47.1,9057.52,521.83,1401.14
128,47.17,9064.5,522.0,1394.97
129,47.13,9051.11,522.36,1404.65
130,47.25,9055.54,522.83,1395.41
131,47.25,9055.73,521.74,1395.93
132,47.24,9060.94,521.79,1394.63
133,47.48,9056.63,522.15,1399.88
134,47.22,9059.75,521.97,1396.12
135,47.51,9054.08,521.67,1397.86
136,47.23,9063.7,522.39,1401.46
137,47.1,9055.84,522.11,1400.9
138,47.33,9060.46,522.45,1393.44
139,47.21,9056.39,522.18,1397.3
140,47.14,9063.34,522.5,1396.53
141,47.14,9060.58,522.09,1404.78
142,47.26,9053.81,521.86,1399.54
143,47.33,9057.73,522.33,1398.92
144,47.42,9055.44,522.22,1400.72
145,47.19,9058.95,522.27,1398.53
146,47.34,9058.44,522.05,1399.9
147,47.29,9059.91,521.52,1404.21
148,47.34,9061.31,521.95,1397.93
149,47.43,9063.8,522.01,1402.31
150,47.28,9053.04,522.39,1399.39
151,47.3,9063.12,522.34,1400.11
152,47.41,9058.28,522.7,1405.14
153,47.28,9057.38,522.27,1393.63
154,47.23,9055.72,522.19,1397.16
155,47.38,9052.21,521.62,1402.65
156,47.22,9054.55,522.24,1401.82
157,47.22,9050.53,522.18,1399.63
158,47.41,9052.49,521.77,1407.92
159,47.25,9057.26,522.43,1393.44
160,47.34,9057.21,522.15,1401.22
161,47.48,9055.65,521.81,1394.53
162,47.3,9060.06,521.58,1396.04
163,47.31,9056.04,522.54,1402.86
164,47.38,9059.26,521.66,1399.76
165,47.43,9052.13,522.57,1406.18
166,47.28,9058.23,521.24,1400.81
167,47.34,9063.69,522.29,1406.62
168,47.17,9063.22,521.91,1400.81
169,47.47,9056.6,522.13,1401.53
170,47.28,9059.84,521.83,1404.53
171,47.45,9061.89,521.84,1403.84
172,47.2,9057.41,521.73,1399.88
173,47.17,9058.43,521.46,1401.09
174,47.53,9062.91,522.07,1409.61
175,47.37,9058.96,522.32,1396.11
176,47.57,9056.6,522.06,1400.65
177,47.45,9056.09,521.76,1401.65
178,47.33,9062.13,522.05,1402.85
179,47.51,9052.75,521.63,1399.71
180,47.21,9054.55,522.28,1402.36
181,47.37,9054.56,521.92,1397.23
182,47.38,9057.41,521.93,1401.22
183,47.36,9057.17,521.5,1397.59
184,47.68,9063.52,521.88,1403.17
185,47.3,9052.52,521.63,1404.65
186,47.38,9060.53,521.36,1414.46
187,47.39,9060.26,521.86,1395.38
188,47.31,9053.07,521.71,1404.48
189,47.36,9055.24,521.46,1404.37
190,47.25,9057.37,521.85,1402.27
191,47.55,9060.12,522.31,1404.81
192,47.35,9059.76,521.89,1406.57
193,47.37,9052.34,521.66,1411.78
194,47.54,9052.97,521.4,1408.04
195,47.45,9059.37,521.89,1400.58
196,47.62,9062.04,521.97,1404.78
197,47.44,9054.89,522.0,1411.3
198,47.36,9050.17,521.62,1403.25
199,47.52,9054.52,521.75,1399.9
200,47.24,9059.73,521.35,1394.23
201,47.46,9050.47,521.88,1401.44
202,47.42,9052.5,521.59,1406.43
203,47.4,9062.61,521.26,1405.88
204,47.37,9053.84,521.73,1402.67
205,47.44,9056.68,522.26,1412.27
206,47.42,9065.7,521.77,1410.01
207,47.71,9059.46,521.76,1404.23
208,47.51,9059.43,521.54,1404.74
209,47.27,9059.05,521.82,1400.49
210,47.51,9052.82,520.91,1408.78
211,47.61,9055.69,521.19,1403.08
212,47.42,9054.33,520.85,1409.87
213,47.46,9061.22,521.58,1411.01
214,47.57,9055.0,521.52,1406.04
215,47.48,9055.6,521.57,1406.42
216,47.5,9053.29,521.75,1408.34
217,47.47,9061.54,521.68,1409.99
218,47.44,9056.57,521.23,1401.42
219,47.46,9052.51,521.36,1406.77
220,47.3,9057.51,521.36,1406.62
221,47.4,9050.41,521.11,1404.24
222,47.61,9058.38,521.21,1415.39
223,47.71,9051.24,521.51,1401.59
224,47.49,9056.09,521.55,1413.13
225,47.56,9055.0,521.39,1410.19
226,47.51,9057.86,522.24,1414.49
227,47.53,9057.69,521.41,1411.67
228,47.42,9055.87,520.8,1405.89
229,47.48,9056.1,521.57,1407.48
230,47.69,9058.39,521.06,1412.01
231,47.52,9046.78,521.26,1404.09
232,47.54,9052.8,521.81,1411.45
233,47.68,9054.44,522.08,1408.6
234,47.57,9058.13,521.67,1419.57
235,47.43,9057.31,521.0,1410.14
236,47.54,9055.05,520.82,1408.62
237,47.56,9058.52,520.73,1414.43
238,47.71,9054.2,521.2,1418.82
239,47.62,9053.11,521.31,1417.27
240,47.89,9065.01,521.09,1408.29
241,47.5,9048.54,520.99,1415.44
242,47.78,9056.89,520.88,1412.65
243,47.67,9052.98,521.01,1405.53
244,47.68,9057.77,520.71,1411.99
245,47.84,9050.45,521.21,1414.33
246,47.61,9055.93,520.97,1413.15
247,47.66,9054.69,521.34,1417.4
248,47.71,9059.93,520.49,1410.24
249,47.61,9059.77,520.72,1408.75
250,47.67,9056.17,520.21,1416.66
251,47.57,9057.5,521.13,1415.47
252,47.83,9052.25,520.48,1407.4
253,47.77,9056.79,521.2,1425.03
254,47.72,9057.14,520.88,1418.53
255,47.69,9051.09,520.68,1410.49
256,47.78,9055.29,520.57,1420.46
257,47.67,9052.62,520.35,1411.82
258,47.85,9051.85,520.95,1402.39
259,47.71,9044.84,520.48,1411.73
260,47.9,9048.23,520.47,1415.92
261,47.82,9046.49,520.66,1417.11
262,47.88,9043.29,520.32,1412.92
263,47.7,9047.94,520.33,1416.93
264,47.82,9047.32,520.81,1411.3
265,47.7,9059.37,520.02,1419.9
266,47.82,9051.8,520.41,1408.83
267,47.84,9048.54,519.66,1422.7
268,47.91,9058.95,520.44,1419.17
269,47.99,9042.97,519.89,1415.24
270,47.89,9047.25,520.39,1418.12
271,48.0,9050.27,519.81,1423.44
272,47.83,9051.61,520.8,1418.05
273,47.89,9051.72,520.06,1417.28
274,48.09,9052.29,520.2,1421.97
275,47.94,9045.75,520.47,1424.43
276,47.8,9043.91,520.4,1425.03
277,47.79,9050.16,520.28,1420.06
278,47.89,9054.67,520.15,1422.18
279,48.2,9047.14,519.83,1424.05
280,47.82,9051.17,520.5,1422.16
281,48.01,9054.66,519.63,1424.79
282,48.18,9051.62,519.94,1424.63
283,48.03,9052.15,520.04,1425.42
284,48.06,9051.09,519.3,1428.94
285,48.21,9043.54,519.85,1426.88
286,47.82,9049.78,519.84,1426.88
287,48.17,9049.91,519.72,1436.2
288,48.12,9053.71,519.39,1429.59
289,48.22,9052.64,520.0,1432.46
290,48.24,9043.56,519.19,1425.67
291,47.99,9054.02,519.37,1428.67
292,48.31,9043.64,519.52,1428.07
293,48.21,9045.98,519.45,1430.64
1,47.7,9047.16,521.74,1411.05
2,47.59,9049.45,521.42,1405.09
3,47.56,9050.03,521.65,1405.79
4,47.54,9047.11,521.02,1410.99
5,47.46,9040.72,521.1,1409.12
6,47.55,9046.57,521.39,1409.58
7,47.65,9052.31,521.54,1406.51
8,47.52,9044.81,521.72,1413.34
9,47.58,9050.9,521.27,1404.76
10,47.49,9041.87,520.81,1411.19
11,47.68,9050.57,521.04,1414.97
12,47.71,9041.66,521.02,1402.03
13,47.69,9048.77,521.63,1413.78
14,47.48,9046.61,521.21,1405.06
15,47.64,9041.04,521.62,1412.32
16,47.65,9049.57,521.32,1406.03
17,47.55,9045.13,521.61,1410.31
18,47.39,9044.5,520.77,1403.38
19,47.72,9045.48,521.07,1411.99
20,47.37,9043.9,521.25,1409.05
21,47.41,9047.23,521.04,1412.57
22,47.65,9049.17,521.14,1406.16
23,47.51,9046.05,521.28,1410.39
24,47.63,9049.15,521.43,1409.8
25,47.79,9047.61,520.83,1407.38
26,47.66,9047.88,521.52,1404.07
27,47.62,9045.53,521.4,1405.32
28,47.67,9054.09,521.19,1404.56
29,47.61,9054.79,521.67,1408.03
30,47.73,9055.21,522.24,1411.4
31,47.52,9046.43,521.21,1409.32
32,47.71,9052.98,521.58,1411.55
33,47.69,9055.56,520.96,1411.12
34,47.55,9047.79,520.83,1410.24
35,47.49,9043.37,521.48,1412.49
36,47.52,9047.16,521.49,1408.77
37,47.39,9042.78,521.47,1407.21
38,47.64,9045.96,521.02,1406.45
39,47.54,9040.37,521.25,1412.27
40,47.74,9050.23,521.28,1409.71
41,47.34,9047.89,521.19,1405.5
42,47.64,9045.86,520.77,1409.22
43,47.39,9044.64,521.16,1415.96
44,47.69,9048.61,520.92,1405.57
45,47.51,9053.23,521.88,1408.43
46,47.38,9054.54,521.6,1409.6
47,47.67,9053.38,521.5,1409.57
48,47.64,9053.78,521.46,1410.84
49,47.62,9047.02,521.24,1410.48
50,47.52,9049.36,521.66,1403.33
51,47.53,9041.22,521.63,1408.97
52,47.55,9038.84,521.73,1407.43
53,47.65,9050.65,521.83,1414.04
54,47.45,9053.26,521.99,1402.04
55,47.47,9044.94,521.14,1410.86
56,47.38,9049.21,521.32,1411.49
57,47.49,9052.91,521.54,1415.08
58,47.58,9056.02,521.08,1407.65
59,47.71,9048.59,521.64,1411.94
60,47.52,9051.02,521.3,1410.08
61,47.62,9049.62,520.94,1412.68
62,47.4,9051.16,521.13,1409.76
63,47.57,9050.07,521.37,1406.25
64,47.55,9052.43,521.26,1404.12
65,47.65,9046.85,521.07,1409.92
66,47.64,9052.41,521.26,1403.2
67,47.54,9045.77,521.5,1407.14
68,47.57,9053.42,521.5,1408.65
69,47.65,9054.69,521.09,1406.38
70,47.64,9049.12,521.61,1415.96
71,47.52,9056.38,521.67,1403.2
72,47.74,9054.04,521.28,1404.44
73,47.36,9045.57,521.87,1409.28
74,47.73,9046.23,520.99,1411.24
75,47.6,9052.9,521.55,1405.67
76,47.59,9049.38,521.4,1411.84
77,47.56,9050.51,520.84,1409.39
78,47.4,9048.72,521.3,1413.94
79,47.55,9047.28,521.64,1416.38
80,47.41,9049.33,520.92,1418.01
81,47.51,9044.93,520.83,1414.05
82,47.61,9050.72,521.13,1405.78
83,47.52,9046.03,521.97,1407.45
84,47.75,9049.69,521.08,1409.12
85,47.64,9043.64,520.7,1407.63
86,47.59,9046.06,521.05,1414.68
87,47.59,9043.78,521.55,1407.04
88,47.42,9054.2,521.17,1404.19
89,47.68,9048.73,521.37,1415.14
90,47.72,9039.61,521.8,1401.63
91,47.49,9051.47,521.44,1414.55
92,47.84,9048.5,520.96,1413.36
93,47.73,9047.47,521.56,1410.09
94,47.54,9045.24,521.05,1408.31
95,47.69,9047.81,521.01,1412.78
96,47.61,9052.77,520.98,1412.64
97,47.57,9048.32,521.25,1410.53
98,47.59,9051.81,520.84,1412.6
99,47.6,9048.14,521.27,1411.07
100,47.56,9048.27,521.45,1418.77
101,47.57,9062.51,521.05,1409.51
102,47.46,9050.86,521.36,1413.35
103,47.63,9054.78,520.95,1410.55
104,47.56,9055.62,521.21,1413.67
105,47.6,9053.33,521.68,1403.3
106,47.58,9047.47,521.15,1404.27
107,47.82,9043.4,521.11,1405.16
108,47.58,9047.88,521.46,1417.13
109,47.71,9053.91,521.27,1402.88
110,47.57,9041.56,521.62,1408.63
111,47.5,9051.82,520.44,1412.13
112,47.63,9046.85,521.12,1410.14
113,47.59,9047.01,521.36,1412.22
114,47.56,9052.41,520.71,1408.76
115,47.58,9053.17,521.5,1409.58
116,47.57,9056.15,520.54,1419.06
117,47.51,9048.55,521.06,1412.19
118,47.67,9056.36,521.34,1404.22
119,47.64,9045.27,520.62,1407.08
120,47.44,9052.64,521.24,1408.39
121,47.45,9047.43,521.47,1405.68
122,47.77,9053.49,521.17,1407.87
123,47.78,9053.3,521.39,1404.89
124,47.71,9045.51,521.04,1416.91
125,47.55,9050.83,521.31,1407.24
126,47.69,9060.44,521.08,1419.23
127,47.61,9046.76,520.95,1410.5
128,47.79,9050.72,521.4,1408.36
129,47.61,9048.64,520.7,1410.65
130,47.74,9046.23,521.23,1421.77
131,47.62,9050.93,521.43,1414.19
132,47.58,9046.06,521.22,1415.12
133,47.57,9050.81,520.73,1406.69
134,47.66,9048.0,521.12,1415.44
135,47.72,9050.78,520.73,1414.86
136,47.68,9055.05,521.39,1413.02
137,47.59,9060.17,521.33,1401.98
138,47.39,9059.06,521.04,1412.25
139,47.61,9045.79,521.27,1410.59
140,47.81,9047.88,520.82,1410.72
141,47.54,9059.97,520.73,1411.34
142,47.6,9053.05,521.36,1414.32
143,47.49,9050.65,520.8,1408.7
144,47.78,9056.52,521.38,1418.45
145,47.57,9053.91,521.0,1413.69
146,47.66,9056.91,521.13,1410.3
147,47.65,9047.76,520.94,1404.29
148,47.55,9055.52,521.64,1412.89
149,47.72,9056.74,521.1,1409.46
150,47.61,9053.94,520.91,1411.01
151,47.66,9054.62,520.93,1412.94
152,47.61,9059.34,520.88,1412.35
153,47.8,9050.09,521.29,1413.59
154,47.75,9052.71,520.93,1420.98
155,47.74,9055.31,520.48,1410.92
156,47.79,9048.85,520.78,1420.51
157,47.45,9049.49,521.06,1422.48
158,47.77,9064.31,521.3,1417.59
159,47.74,9047.57,520.95,1406.89
160,47.67,9057.78,520.94,1410.68
161,47.58,9053.6,521.19,1406.86
162,47.59,9057.78,521.09,1411.88
163,47.5,9060.23,521.29,1413.55
164,47.85,9054.81,521.03,1407.49
165,47.68,9056.94,520.66,1416.93
166,47.73,9052.89,520.82,1408.15
167,47.76,9063.01,520.9,1418.69
168,47.66,9057.27,520.65,1420.13
169,47.71,9058.12,520.99,1419.21
170,47.74,9058.36,521.38,1421.0
171,47.64,9053.22,521.27,1418.67
172,47.69,9060.61,521.66,1416.79
173,47.71,9064.36,521.28,1412.54
174,47.72,9052.73,520.56,1416.6
175,47.74,9054.42,520.71,1421.32
176,47.7,9057.78,520.54,1412.49
177,47.8,9061.13,521.13,1418.2
178,47.66,9056.3,520.69,1416.72
179,47.78,9058.78,520.77,1419.34
180,47.75,9046.86,520.97,1413.94
181,47.94,9055.28,520.26,1416.77
182,47.82,9058.8,520.59,1412.33
183,47.6,9059.57,520.93,1409.08
184,47.57,9053.79,521.4,1418.18
185,47.71,9066.42,521.15,1419.03
186,47.68,9054.51,520.75,1420.54
187,47.8,9052.54,520.86,1412.46
188,47.74,9054.46,520.48,1410.81
189,47.55,9061.36,520.62,1413.39
190,47.82,9055.18,520.46,1414.98
191,47.65,9060.45,520.57,1414.49
192,47.67,9057.69,520.94,1417.09
193,47.74,9057.63,520.61,1416.86
194,47.65,9055.59,521.07,1417.86
195,47.87,9061.07,520.31,1419.91
196,47.76,9061.48,520.83,1415.62
197,47.72,9052.77,520.73,1420.42
198,47.85,9057.02,521.13,1417.19
199,47.78,9057.11,520.39,1416.01
200,47.69,9059.3,521.22,1420.3
201,47.9,9063.96,520.44,1414.73
202,47.76,9056.91,520.75,1415.72
203,47.62,9056.73,520.92,1420.62
204,47.91,9056.9,521.33,1415.29
205,47.67,9060.55,520.24,1425.7
206,47.73,9067.02,520.8,1417.2
207,47.8,9062.3,520.72,1418.06
208,47.89,9067.24,520.47,1425.05
209,47.76,9061.69,520.42,1420.4
210,48.03,9055.89,520.48,1418.21
211,47.85,9065.48,520.73,1417.92
212,47.83,9061.75,520.43,1418.69
213,47.74,9070.82,520.58,1418.3
214,47.94,9067.58,520.08,1422.9
215,47.84,9063.47,520.84,1423.29
216,47.74,9066.58,520.65,1417.51
217,47.89,9058.89,520.03,1412.61
218,48.03,9064.3,520.81,1414.09
219,47.9,9064.28,520.2,1427.42
220,47.76,9058.21,520.43,1424.73
221,47.79,9067.72,520.49,1424.16
222,47.76,9060.49,520.43,1417.57
223,47.86,9061.26,520.88,1421.16
224,47.93,9061.16,520.46,1420.93
225,47.84,9062.06,520.03,1420.15
226,47.91,9063.99,520.11,1422.21
227,47.8,9061.21,520.21,1427.1
228,47.95,9063.86,520.57,1423.15
229,47.87,9068.65,520.21,1422.96
230,47.85,9058.99,520.02,1419.91
231,47.87,9068.56,520.02,1422.18
232,47.88,9069.45,520.27,1425.0
233,47.89,9064.55,520.62,1420.96
234,47.87,9062.82,520.42,1426.88
235,47.9,9066.25,519.93,1420.5
236,47.97,9073.74,519.99,1418.31
237,47.98,9071.3,520.39,1419.05
238,47.88,9068.72,520.17,1431.8
239,47.85,9064.22,520.14,1417.63
240,47.96,9065.01,520.54,1417.97
241,48.03,9071.9,520.2,1426.68
242,47.96,9070.84,520.69,1420.64
243,47.97,9069.9,519.86,1427.63
244,47.95,9065.53,519.98,1425.06
245,48.06,9073.57,520.37,1422.77
246,48.05,9068.99,520.66,1418.57
247,47.88,9071.0,520.59,1423.9
248,48.04,9073.11,520.4,1415.04
249,48.09,9076.46,519.4,1429.37
250,48.01,9079.22,519.93,1422.64
251,48.08,9074.64,520.5,1425.2
252,48.16,9071.71,520.43,1425.48
253,48.03,9074.34,519.23,1425.97
254,48.14,9077.01,520.16,1420.56
255,47.9,9070.78,520.19,1425.64
256,48.04,9072.41,520.33,1430.68
257,48.05,9074.74,520.38,1425.2
258,48.0,9071.07,519.6,1420.96
259,48.08,9078.33,519.85,1430.47
260,48.06,9077.81,519.87,1432.91
261,48.15,9070.99,519.96,1422.32
262,48.09,9075.19,519.55,1430.82
263,48.17,9073.18,520.11,1422.61
264,47.87,9078.16,519.66,1429.65
265,48.29,9068.16,520.0,1436.17
266,48.08,9077.82,519.74,1428.1
267,48.17,9079.24,519.77,1430.13
1,47.31,9047.33,522.02,1404.26
2,47.3,9042.51,521.73,1396.63
3,47.36,9051.67,521.75,1405.45
4,47.48,9043.85,522.06,1399.49
5,47.38,9037.75,522.25,1400.7
6,47.23,9051.59,521.91,1413.45
7,47.26,9041.88,522.22,1410.87
8,47.43,9050.89,521.69,1405.42
9,47.43,9057.19,521.03,1401.93
10,47.32,9048.57,521.66,1405.7
11,47.48,9052.57,521.47,1409.61
12,47.31,9050.98,521.41,1405.2
13,47.54,9054.49,521.36,1409.83
14,47.39,9042.97,521.61,1404.09
15,47.37,9051.28,522.0,1405.94
16,47.32,9050.55,521.77,1410.99
17,47.32,9045.83,521.21,1408.9
18,47.38,9045.97,521.56,1408.31
19,47.3,9043.28,522.08,1403.63
20,47.22,9049.52,521.37,1406.19
21,47.39,9039.79,521.6,1406.51
22,47.4,9054.79,521.92,1403.89
23,47.39,9043.86,521.44,1407.79
24,47.45,9046.58,521.59,1401.73
25,47.51,9045.29,521.04,1404.21
26,47.44,9052.27,521.56,1401.23
27,47.47,9055.42,522.16,1402.45
28,47.37,9057.27,521.67,1403.32
29,47.48,9051.14,522.01,1410.27
30,47.48,9042.61,521.37,1407.82
31,47.37,9055.39,522.02,1406.62
32,47.39,9045.93,521.52,1403.3
33,47.35,9044.35,521.89,1403.23
34,47.46,9051.39,521.51,1401.66
35,47.53,9051.62,521.83,1404.63
36,47.42,9047.79,521.78,1403.25
37,47.46,9048.82,522.34,1411.28
38,47.48,9047.57,522.04,1405.04
39,47.4,9044.3,521.73,1402.04
40,47.47,9048.2,521.81,1402.5
41,47.35,9049.91,521.98,1403.02
42,47.33,9046.73,521.38,1399.22
43,47.53,9049.61,521.88,1405.57
44,47.4,9048.92,521.6,1410.37
45,47.31,9052.8,521.76,1408.48
46,47.5,9047.6,522.0,1401.9
47,47.46,9037.76,521.87,1401.53
48,47.54,9047.98,521.53,1412.91
49,47.44,9052.31,521.53,1407.72
50,47.5,9050.44,522.08,1408.59
51,47.38,9049.9,521.42,1408.1
52,47.46,9048.58,521.77,1406.78
53,47.42,9041.06,521.42,1400.61
54,47.31,9048.2,521.17,1407.74
55,47.41,9046.7,520.92,1399.76
56,47.42,9051.83,522.15,1403.97
57,47.27,9046.98,521.3,1401.59
58,47.43,9044.8,522.15,1401.53
59,47.35,9050.46,522.06,1405.76
60,47.37,9043.36,521.27,1398.84
61,47.31,9053.86,521.78,1400.56
62,47.43,9050.75,521.51,1402.85
63,47.29,9051.02,521.85,1405.09
64,47.24,9049.84,521.66,1402.52
65,47.62,9046.04,521.38,1401.01
66,47.51,9052.77,521.64,1407.31
67,47.45,9046.58,522.0,1406.84
68,47.37,9053.12,522.5,1405.33
69,47.5,9049.06,521.97,1403.06
70,47.35,9048.53,521.73,1412.08
71,47.45,9049.74,521.62,1405.49
72,47.55,9041.75,521.34,1410.57
73,47.4,9043.85,521.69,1402.76
74,47.48,9047.65,521.6,1412.5
75,47.65,9044.12,521.47,1402.67
76,47.34,9056.11,521.68,1410.46
77,47.44,9048.62,521.4,1411.77
78,47.42,9051.42,521.71,1412.78
79,47.4,9051.34,521.64,1406.39
80,47.58,9048.93,521.42,1405.24
81,47.36,9045.85,521.56,1401.47
82,47.47,9052.14,521.76,1409.23
83,47.4,9051.29,521.67,1406.19
84,47.62,9052.15,522.13,1414.89
85,47.63,9052.11,521.93,1407.92
86,47.58,9052.3,521.35,1404.08
87,47.7,9046.61,521.43,1403.38
88,47.55,9054.09,521.82,1407.13
89,47.5,9048.24,521.54,1410.43
90,47.46,9048.54,521.49,1405.35
